record_id,timestamp,pond_id,day_of_cycle,hour_decimal,time_period,species,pond_volume_m3,stocking_density_kg_m3,biomass_kg,temperature_c,ph,dissolved_oxygen_mg_l,ammonia_mg_l,nitrite_mg_l,turbidity_ntu,feed_kg,aerator_command,aerator_status,aerator_fault,rainfall_mm,water_exchange_pct,sensor_quality_flag,fish_stress_event,risk_next_3h,dataset_split
AQUA-002642,2026-03-01 00:30,P01,56,0.5,dawn,Nila,52,25.12,1306.1,26.5,7.24,4.87,0.305,0.272,48.5,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002643,2026-03-01 01:00,P01,56,1,dawn,Nila,52,25.12,1306.1,26.54,7.24,4.93,0.301,0.25,45.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002644,2026-03-01 01:30,P01,56,1.5,dawn,Nila,52,25.12,1306.1,26.28,7.24,4.88,0.297,0.256,44.8,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002645,2026-03-01 02:00,P01,56,2,dawn,Nila,52,25.12,1306.1,25.96,7.15,4.82,0.306,0.247,48.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002646,2026-03-01 02:30,P01,56,2.5,dawn,Nila,52,25.12,1306.1,26.06,7.17,4.8,0.323,0.27,46.9,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002647,2026-03-01 03:00,P01,56,3,dawn,Nila,52,25.12,1306.1,26.04,7.08,4.56,0.315,0.258,48.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002648,2026-03-01 03:30,P01,56,3.5,dawn,Nila,52,25.12,1306.1,26.21,7.19,4.51,0.31,0.252,46.5,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002649,2026-03-01 04:00,P01,56,4,dawn,Nila,52,25.12,1306.1,26.1,7.08,4.69,0.322,0.27,45.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002650,2026-03-01 04:30,P01,56,4.5,dawn,Nila,52,25.12,1306.1,26.34,7.19,4.89,0.332,0.274,46.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002651,2026-03-01 05:00,P01,56,5,dawn,Nila,52,25.12,1306.1,26.33,7.2,4.57,0.343,0.261,48.5,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002652,2026-03-01 05:30,P01,56,5.5,dawn,Nila,52,25.12,1306.1,26.38,7.2,4.7,0.319,0.254,47.5,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002653,2026-03-01 06:00,P01,56,6,morning,Nila,52,25.12,1306.1,26.68,7.25,4.03,0.333,0.26,46.1,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002654,2026-03-01 06:30,P01,56,6.5,morning,Nila,52,25.12,1306.1,26.56,7.22,4.67,0.34,0.266,42.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002655,2026-03-01 07:00,P01,56,7,morning,Nila,52,25.12,1306.1,26.88,7.28,4.18,0.343,0.257,51.9,15.35,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002656,2026-03-01 07:30,P01,56,7.5,morning,Nila,52,25.12,1306.1,27.16,7.31,4.71,0.33,0.268,48.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002657,2026-03-01 08:00,P01,56,8,morning,Nila,52,25.12,1306.1,27.36,7.3,4.46,0.328,0.269,51.4,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002658,2026-03-01 08:30,P01,56,8.5,morning,Nila,52,25.12,1306.1,27.61,7.31,4.97,0.307,0.254,45.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002659,2026-03-01 09:00,P01,56,9,morning,Nila,52,25.12,1306.1,27.73,7.37,4.72,0.344,0.278,50.7,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002660,2026-03-01 09:30,P01,56,9.5,morning,Nila,52,25.12,1306.1,27.98,7.4,4.7,0.325,0.265,48.7,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002661,2026-03-01 10:00,P01,56,10,morning,Nila,52,25.12,1306.1,27.85,7.46,4.82,0.265,0.214,42.9,0,OFF,OFF,0,0,14,OK,0,0,TEST
AQUA-002662,2026-03-01 10:30,P01,56,10.5,morning,Nila,52,25.12,1306.1,28.35,7.41,5.08,0.263,0.213,49.8,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002663,2026-03-01 11:00,P01,56,11,morning,Nila,52,25.12,1306.1,28.57,7.42,4.98,0.277,0.236,50.4,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002664,2026-03-01 11:30,P01,56,11.5,morning,Nila,52,25.12,1306.1,28.57,7.47,5.14,0.266,0.233,51.2,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002665,2026-03-01 12:00,P01,56,12,afternoon,Nila,52,25.12,1306.1,28.74,7.48,5.34,0.285,0.232,49.4,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002666,2026-03-01 12:30,P01,56,12.5,afternoon,Nila,52,25.12,1306.1,29.07,7.5,5.42,0.276,0.244,47.8,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002667,2026-03-01 13:00,P01,56,13,afternoon,Nila,52,25.12,1306.1,29.18,7.54,5.77,0.282,0.238,50.7,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002668,2026-03-01 13:30,P01,56,13.5,afternoon,Nila,52,25.12,1306.1,29.43,7.53,5.69,0.279,0.229,46.2,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002669,2026-03-01 14:00,P01,56,14,afternoon,Nila,52,25.12,1306.1,29.63,7.6,5.64,0.273,0.225,50.1,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002670,2026-03-01 14:30,P01,56,14.5,afternoon,Nila,52,25.12,1306.1,29.39,7.47,5.63,0.287,0.217,50.4,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002671,2026-03-01 15:00,P01,56,15,afternoon,Nila,52,25.12,1306.1,29.54,7.54,5.79,0.301,0.246,47.3,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002672,2026-03-01 15:30,P01,56,15.5,afternoon,Nila,52,25.12,1306.1,29.3,7.6,5.85,0.254,0.23,44.8,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002673,2026-03-01 16:00,P01,56,16,afternoon,Nila,52,25.12,1306.1,29.33,7.59,5.64,0.283,0.237,42.9,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002674,2026-03-01 16:30,P01,56,16.5,afternoon,Nila,52,25.12,1306.1,29.06,7.5,5.7,0.275,0.245,44.8,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002675,2026-03-01 17:00,P01,56,17,afternoon,Nila,52,25.12,1306.1,29.12,7.55,5.63,0.308,0.235,48,13.33,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002676,2026-03-01 17:30,P01,56,17.5,afternoon,Nila,52,25.12,1306.1,28.87,7.49,5.53,0.315,0.249,46.3,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002677,2026-03-01 18:00,P01,56,18,night,Nila,52,25.12,1306.1,28.93,7.43,5.58,0.303,0.228,53.4,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002678,2026-03-01 18:30,P01,56,18.5,night,Nila,52,25.12,1306.1,28.73,7.49,5.35,0.318,0.249,49.2,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002679,2026-03-01 19:00,P01,56,19,night,Nila,52,25.12,1306.1,28.64,7.51,4.93,0.344,0.232,49,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002680,2026-03-01 19:30,P01,56,19.5,night,Nila,52,25.12,1306.1,28.4,7.44,4.98,0.34,0.244,49.7,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002681,2026-03-01 20:00,P01,56,20,night,Nila,52,25.12,1306.1,28.04,7.39,4.95,0.32,0.241,47.9,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002682,2026-03-01 20:30,P01,56,20.5,night,Nila,52,25.12,1306.1,27.91,7.37,4.73,0.324,0.243,53.1,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002683,2026-03-01 21:00,P01,56,21,night,Nila,52,25.12,1306.1,27.84,7.35,4.62,0.295,0.238,47.8,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002684,2026-03-01 21:30,P01,56,21.5,night,Nila,52,25.12,1306.1,27.71,7.29,4.6,0.316,0.248,45.5,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002685,2026-03-01 22:00,P01,56,22,night,Nila,52,25.12,1306.1,27.18,7.3,5.26,0.329,0.236,46.2,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002686,2026-03-01 22:30,P01,56,22.5,night,Nila,52,25.12,1306.1,26.86,7.2,5.12,0.31,0.251,48.2,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002687,2026-03-01 23:00,P01,56,23,night,Nila,52,25.12,1306.1,27.16,7.33,5.11,0.319,0.259,46.1,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002688,2026-03-01 23:30,P01,56,23.5,night,Nila,52,25.12,1306.1,26.8,7.29,5.21,0.323,0.26,44.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002689,2026-03-02 00:00,P01,57,0,dawn,Nila,52,25.33,1317.2,26.62,7.21,5.13,0.306,0.258,46,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002690,2026-03-02 00:30,P01,57,0.5,dawn,Nila,52,25.33,1317.2,26.74,7.19,5.05,0.33,0.261,46.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002691,2026-03-02 01:00,P01,57,1,dawn,Nila,52,25.33,1317.2,26.5,7.19,4.87,0.329,0.264,47.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002692,2026-03-02 01:30,P01,57,1.5,dawn,Nila,52,25.33,1317.2,26.25,7.19,4.95,0.316,0.258,45.9,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002693,2026-03-02 02:00,P01,57,2,dawn,Nila,52,25.33,1317.2,26.27,7.2,4.74,0.333,0.252,47.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002694,2026-03-02 02:30,P01,57,2.5,dawn,Nila,52,25.33,1317.2,26.23,7.15,4.77,0.306,0.263,52,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002695,2026-03-02 03:00,P01,57,3,dawn,Nila,52,25.33,1317.2,26.2,7.07,4.62,0.353,0.276,49,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002696,2026-03-02 03:30,P01,57,3.5,dawn,Nila,52,25.33,1317.2,26.58,7.22,4.63,0.318,0.293,47.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002697,2026-03-02 04:00,P01,57,4,dawn,Nila,52,25.33,1317.2,26.36,7.21,4.64,0.335,0.253,45.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002698,2026-03-02 04:30,P01,57,4.5,dawn,Nila,52,25.33,1317.2,26.16,7.17,4.67,0.339,0.26,44.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002699,2026-03-02 05:00,P01,57,5,dawn,Nila,52,25.33,1317.2,26.48,7.2,4.75,0.338,0.265,46,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002700,2026-03-02 05:30,P01,57,5.5,dawn,Nila,52,25.33,1317.2,26.49,7.2,4.65,0.346,0.269,42.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002701,2026-03-02 06:00,P01,57,6,morning,Nila,52,25.33,1317.2,26.79,7.17,4.4,0.345,0.274,46.1,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002702,2026-03-02 06:30,P01,57,6.5,morning,Nila,52,25.33,1317.2,26.9,7.2,4.62,0.354,0.27,46.8,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002703,2026-03-02 07:00,P01,57,7,morning,Nila,52,25.33,1317.2,27.31,7.27,4.74,0.332,0.252,53.8,17.03,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002704,2026-03-02 07:30,P01,57,7.5,morning,Nila,52,25.33,1317.2,27.24,7.25,4.3,0.357,0.268,54,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002705,2026-03-02 08:00,P01,57,8,morning,Nila,52,25.33,1317.2,27.67,7.26,5.01,0.351,0.262,49.1,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002706,2026-03-02 08:30,P01,57,8.5,morning,Nila,52,25.33,1317.2,27.61,7.32,4.63,0.337,0.263,54.1,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002707,2026-03-02 09:00,P01,57,9,morning,Nila,52,25.33,1317.2,27.86,7.42,4.61,0.327,0.256,49.7,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002708,2026-03-02 09:30,P01,57,9.5,morning,Nila,52,25.33,1317.2,28.1,7.32,5.26,0.323,0.274,48.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002709,2026-03-02 10:00,P01,57,10,morning,Nila,52,25.33,1317.2,28.24,7.45,5.13,0.331,0.245,54,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002710,2026-03-02 10:30,P01,57,10.5,morning,Nila,52,25.33,1317.2,28.63,7.42,5.37,0.319,0.285,50.6,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002711,2026-03-02 11:00,P01,57,11,morning,Nila,52,25.33,1317.2,28.45,7.5,5.36,0.318,0.272,51.5,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002712,2026-03-02 11:30,P01,57,11.5,morning,Nila,52,25.33,1317.2,28.86,7.47,5.29,0.305,0.265,49,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002713,2026-03-02 12:00,P01,57,12,afternoon,Nila,52,25.33,1317.2,29.02,7.49,5.42,0.314,0.26,48.4,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002714,2026-03-02 12:30,P01,57,12.5,afternoon,Nila,52,25.33,1317.2,29.21,7.5,5.12,0.332,0.267,47.9,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002715,2026-03-02 13:00,P01,57,13,afternoon,Nila,52,25.33,1317.2,29.23,7.51,5.63,0.343,0.275,49.4,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002716,2026-03-02 13:30,P01,57,13.5,afternoon,Nila,52,25.33,1317.2,29.61,7.53,5.77,0.297,0.273,46.8,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002717,2026-03-02 14:00,P01,57,14,afternoon,Nila,52,25.33,1317.2,29.42,7.5,5.69,0.328,0.283,50.2,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002718,2026-03-02 14:30,P01,57,14.5,afternoon,Nila,52,25.33,1317.2,29.54,7.58,5.39,0.339,0.287,49.4,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002719,2026-03-02 15:00,P01,57,15,afternoon,Nila,52,25.33,1317.2,29.46,7.51,5.46,0.336,0.284,49.7,0,OFF,OFF,0,1.99,0,OK,0,0,TEST
AQUA-002720,2026-03-02 15:30,P01,57,15.5,afternoon,Nila,52,25.33,1317.2,29.19,7.49,5.54,0.326,0.285,52.3,0,OFF,OFF,0,3.14,0,OK,0,0,TEST
AQUA-002721,2026-03-02 16:00,P01,57,16,afternoon,Nila,52,25.33,1317.2,28.87,7.49,5.57,0.325,0.268,54.5,0,OFF,OFF,0,3.94,0,OK,0,0,TEST
AQUA-002722,2026-03-02 16:30,P01,57,16.5,afternoon,Nila,52,25.33,1317.2,28.93,7.39,5.77,0.325,0.273,51.2,0,OFF,OFF,0,5.49,0,OK,0,0,TEST
AQUA-002723,2026-03-02 17:00,P01,57,17,afternoon,Nila,52,25.33,1317.2,28.82,7.5,5.5,0.331,0.27,55.2,13.14,OFF,OFF,0,5.3,0,OK,0,0,TEST
AQUA-002724,2026-03-02 17:30,P01,57,17.5,afternoon,Nila,52,25.33,1317.2,28.95,7.38,5.5,0.33,0.272,58.3,0,OFF,OFF,0,5.36,0,OK,0,0,TEST
AQUA-002725,2026-03-02 18:00,P01,57,18,night,Nila,52,25.33,1317.2,28.71,7.35,5.48,0.343,0.277,60.3,0,OFF,OFF,0,5.79,0,OK,0,0,TEST
AQUA-002726,2026-03-02 18:30,P01,57,18.5,night,Nila,52,25.33,1317.2,28.6,7.33,5.29,0.356,0.274,57.2,0,OFF,OFF,0,4.49,0,OK,0,0,TEST
AQUA-002727,2026-03-02 19:00,P01,57,19,night,Nila,52,25.33,1317.2,28.18,7.34,5.1,0.355,0.255,52.4,0,OFF,OFF,0,4.25,0,OK,0,0,TEST
AQUA-002728,2026-03-02 19:30,P01,57,19.5,night,Nila,52,25.33,1317.2,28.28,7.42,4.92,0.359,0.277,57.2,0,OFF,OFF,0,1.66,0,OK,0,0,TEST
AQUA-002729,2026-03-02 20:00,P01,57,20,night,Nila,52,25.33,1317.2,28.47,7.46,5.02,0.345,0.288,50.5,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002730,2026-03-02 20:30,P01,57,20.5,night,Nila,52,25.33,1317.2,27.98,7.38,4.69,0.35,0.278,53,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002731,2026-03-02 21:00,P01,57,21,night,Nila,52,25.33,1317.2,28.13,7.27,4.61,0.363,0.265,47.8,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002732,2026-03-02 21:30,P01,57,21.5,night,Nila,52,25.33,1317.2,27.71,7.24,4.63,0.36,0.256,51.1,0,OFF,OFF,0,0,0,OK,0,0,TEST
AQUA-002733,2026-03-02 22:00,P01,57,22,night,Nila,52,25.33,1317.2,27.43,7.25,4.99,0.354,0.276,50.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002734,2026-03-02 22:30,P01,57,22.5,night,Nila,52,25.33,1317.2,27.14,7.24,5.18,0.399,0.284,48.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002735,2026-03-02 23:00,P01,57,23,night,Nila,52,25.33,1317.2,26.86,7.3,5.37,0.355,0.272,49.8,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002736,2026-03-02 23:30,P01,57,23.5,night,Nila,52,25.33,1317.2,27.07,7.19,5.36,0.347,0.267,47,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002737,2026-03-03 00:00,P01,58,0,dawn,Nila,52,25.55,1328.4,26.97,7.2,4.88,0.362,0.293,46.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002738,2026-03-03 00:30,P01,58,0.5,dawn,Nila,52,25.55,1328.4,26.39,7.17,4.81,0.356,0.266,47.8,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002739,2026-03-03 01:00,P01,58,1,dawn,Nila,52,25.55,1328.4,26.57,7.16,4.97,0.361,0.268,48,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002740,2026-03-03 01:30,P01,58,1.5,dawn,Nila,52,25.55,1328.4,26.22,7.23,4.92,0.353,0.268,49,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002741,2026-03-03 02:00,P01,58,2,dawn,Nila,52,25.55,1328.4,26.67,7.12,4.86,0.338,0.273,51.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002742,2026-03-03 02:30,P01,58,2.5,dawn,Nila,52,25.55,1328.4,26.31,7.09,4.91,0.351,0.276,46.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002743,2026-03-03 03:00,P01,58,3,dawn,Nila,52,25.55,1328.4,26.34,7.14,4.57,0.292,0.278,46.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002744,2026-03-03 03:30,P01,58,3.5,dawn,Nila,52,25.55,1328.4,26.51,7.16,4.76,0.324,0.28,47.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002745,2026-03-03 04:00,P01,58,4,dawn,Nila,52,25.55,1328.4,26.27,7.09,4.76,0.336,0.288,47.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002746,2026-03-03 04:30,P01,58,4.5,dawn,Nila,52,25.55,1328.4,26.44,7.18,4.77,0.342,0.293,43.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002747,2026-03-03 05:00,P01,58,5,dawn,Nila,52,25.55,1328.4,26.58,7.22,4.78,0.333,0.293,45.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002748,2026-03-03 05:30,P01,58,5.5,dawn,Nila,52,25.55,1328.4,26.48,7.17,4.82,0.337,0.28,45.2,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002749,2026-03-03 06:00,P01,58,6,morning,Nila,52,25.55,1328.4,26.91,7.25,5.28,0.354,0.281,48.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002750,2026-03-03 06:30,P01,58,6.5,morning,Nila,52,25.55,1328.4,27.13,7.24,4.91,0.366,0.29,46.1,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002751,2026-03-03 07:00,P01,58,7,morning,Nila,52,25.55,1328.4,26.94,7.26,4.99,0.345,0.276,52.2,17.14,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002752,2026-03-03 07:30,P01,58,7.5,morning,Nila,52,25.55,1328.4,27.05,7.33,5.17,0.342,0.274,53.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002753,2026-03-03 08:00,P01,58,8,morning,Nila,52,25.55,1328.4,27.49,7.34,5.48,0.366,0.271,51.8,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002754,2026-03-03 08:30,P01,58,8.5,morning,Nila,52,25.55,1328.4,27.54,7.36,5.42,0.364,0.284,52.8,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002755,2026-03-03 09:00,P01,58,9,morning,Nila,52,25.55,1328.4,28.08,7.31,5.59,0.347,0.274,56.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002756,2026-03-03 09:30,P01,58,9.5,morning,Nila,52,25.55,1328.4,28.1,7.36,5.36,0.355,0.264,49,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002757,2026-03-03 10:00,P01,58,10,morning,Nila,52,25.55,1328.4,28.3,7.38,5.66,0.371,0.267,51.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002758,2026-03-03 10:30,P01,58,10.5,morning,Nila,52,25.55,1328.4,28.83,7.47,5.73,0.353,0.287,49,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002759,2026-03-03 11:00,P01,58,11,morning,Nila,52,25.55,1328.4,28.7,7.42,6.1,0.355,0.292,50.2,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002760,2026-03-03 11:30,P01,58,11.5,morning,Nila,52,25.55,1328.4,29.03,7.48,6.33,0.359,0.267,48.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002761,2026-03-03 12:00,P01,58,12,afternoon,Nila,52,25.55,1328.4,29.03,7.44,6.42,0.374,0.273,50.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002762,2026-03-03 12:30,P01,58,12.5,afternoon,Nila,52,25.55,1328.4,29.51,7.54,6.61,0.365,0.265,45.9,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002763,2026-03-03 13:00,P01,58,13,afternoon,Nila,52,25.55,1328.4,29.37,7.46,6.67,0.373,0.259,53,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002764,2026-03-03 13:30,P01,58,13.5,afternoon,Nila,52,25.55,1328.4,29.45,7.51,6.68,0.369,0.267,50.8,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002765,2026-03-03 14:00,P01,58,14,afternoon,Nila,52,25.55,1328.4,29.72,7.57,6.85,0.357,0.267,50.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002766,2026-03-03 14:30,P01,58,14.5,afternoon,Nila,52,25.55,1328.4,29.52,7.6,6.74,0.358,0.285,46.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002767,2026-03-03 15:00,P01,58,15,afternoon,Nila,52,25.55,1328.4,29.64,7.55,7.08,0.392,0.273,49,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002768,2026-03-03 15:30,P01,58,15.5,afternoon,Nila,52,25.55,1328.4,29.76,7.56,7.05,0.362,0.277,44.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002769,2026-03-03 16:00,P01,58,16,afternoon,Nila,52,25.55,1328.4,29.46,7.6,6.82,0.363,0.273,49.2,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002770,2026-03-03 16:30,P01,58,16.5,afternoon,Nila,52,25.55,1328.4,28.91,7.42,6.91,0.368,0.257,47.9,0,ON,ON,0,4.32,0,OK,0,0,TEST
AQUA-002771,2026-03-03 17:00,P01,58,17,afternoon,Nila,52,25.55,1328.4,28.93,7.36,6.88,0.381,0.275,56.3,13.18,ON,ON,0,7.73,0,OK,0,0,TEST
AQUA-002772,2026-03-03 17:30,P01,58,17.5,afternoon,Nila,52,25.55,1328.4,28.88,7.28,6.41,0.37,0.271,58.3,0,ON,ON,0,6.29,0,OK,0,0,TEST
AQUA-002773,2026-03-03 18:00,P01,58,18,night,Nila,52,25.55,1328.4,28.81,7.39,6.31,0.368,0.289,54.8,0,ON,ON,0,3.98,0,OK,0,0,TEST
AQUA-002774,2026-03-03 18:30,P01,58,18.5,night,Nila,52,25.55,1328.4,29.07,7.47,6.44,0.384,0.283,51,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002775,2026-03-03 19:00,P01,58,19,night,Nila,52,25.55,1328.4,28.88,7.47,6.3,0.37,0.276,52.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002776,2026-03-03 19:30,P01,58,19.5,night,Nila,52,25.55,1328.4,28.4,7.39,6.17,0.366,0.287,51.6,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002777,2026-03-03 20:00,P01,58,20,night,Nila,52,25.55,1328.4,28.55,7.43,6.01,0.371,0.263,51.1,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002778,2026-03-03 20:30,P01,58,20.5,night,Nila,52,25.55,1328.4,28.05,7.36,6,0.356,0.264,48.4,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002779,2026-03-03 21:00,P01,58,21,night,Nila,52,25.55,1328.4,28.13,7.37,6.09,0.361,0.272,,0,ON,ON,0,0,0,SENSOR_MISSING,0,0,TEST
AQUA-002780,2026-03-03 21:30,P01,58,21.5,night,Nila,52,25.55,1328.4,27.69,7.4,5.9,0.376,0.274,42.7,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002781,2026-03-03 22:00,P01,58,22,night,Nila,52,25.55,1328.4,27.75,7.3,5.68,0.365,0.267,48,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002782,2026-03-03 22:30,P01,58,22.5,night,Nila,52,25.55,1328.4,27.27,7.35,5.54,0.366,0.267,49.3,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002783,2026-03-03 23:00,P01,58,23,night,Nila,52,25.55,1328.4,27.01,7.21,5.33,0.345,0.25,47.2,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002784,2026-03-03 23:30,P01,58,23.5,night,Nila,52,25.55,1328.4,26.8,7.16,5.01,0.343,0.251,49.8,0,ON,ON,0,0,0,OK,0,0,TEST
AQUA-002785,2026-03-04 00:00,P01,59,0,dawn,Nila,52,25.76,1339.7,26.66,7.21,5.03,0.357,0.274,47.9,0,ON,ON,0,0,0,OK,0,0,TEST
